userName,content,score,at,app_name
Pengguna Google,"Untuk ini saya beri penilaian baik,Tepat waktu,sopirnya juga ramah. trimakasih🙏🙏🙏",5,2025-03-23 04:12:31,maxim
Pengguna Google,recommended,3,2025-03-23 04:11:12,maxim
Pengguna Google,baik,4,2025-03-23 04:10:49,maxim
Pengguna Google,mantap,5,2025-03-23 04:10:44,maxim
Pengguna Google,baik,5,2025-03-23 04:06:57,maxim
Pengguna Google,sangat menyenangkan pokoknya puas banget,5,2025-03-23 04:01:40,maxim
Pengguna Google,Alhamdulillah barang diantar dengan selamat terimakasih bg Driver 🙏,5,2025-03-23 03:59:30,maxim
Pengguna Google,cepat tiba,5,2025-03-23 03:58:55,maxim
Pengguna Google,good,5,2025-03-23 03:57:58,maxim
Pengguna Google,over all Good...,5,2025-03-23 03:56:45,maxim
Pengguna Google,bgus,5,2025-03-23 03:56:41,maxim
Pengguna Google,Puas...,5,2025-03-23 03:56:31,maxim
Pengguna Google,bagus terimakasih,5,2025-03-23 03:55:53,maxim
Pengguna Google,driver nya ramah dan baik bgt...,5,2025-03-23 03:49:47,maxim
Pengguna Google,baik dan cepat pelayanan nya,5,2025-03-23 03:45:51,maxim
Pengguna Google,bagus,5,2025-03-23 03:44:39,maxim
Pengguna Google,recomended,5,2025-03-23 03:44:00,maxim
Pengguna Google,👍,5,2025-03-23 03:36:14,maxim
Pengguna Google,mantap,5,2025-03-23 03:33:13,maxim
Pengguna Google,sopirnya bagus,5,2025-03-23 03:32:21,maxim
Pengguna Google,good job,5,2025-03-23 03:31:22,maxim
Pengguna Google,amanah,5,2025-03-23 03:30:30,maxim
Pengguna Google,GOOD JOB👍,5,2025-03-23 03:30:21,maxim
Pengguna Google,baik,5,2025-03-23 03:29:28,maxim
Pengguna Google,baik,5,2025-03-23 03:27:35,maxim
Pengguna Google,driver nya ramah,4,2025-03-23 03:26:32,maxim
Pengguna Google,bagus,5,2025-03-23 03:15:56,maxim
Pengguna Google,trimakasih cepat dan tepat,5,2025-03-23 03:03:59,maxim
Pengguna Google,baik ramah,5,2025-03-23 02:59:43,maxim
Pengguna Google,Alhamdulillah selalu di pertemukan driver yg baik dan amanah,5,2025-03-23 02:58:59,maxim
Pengguna Google,selalu tepat waktu,5,2025-03-23 02:58:09,maxim
Pengguna Google,Sangat baik dan tepat waktu Terima kasih atas pelayanannya,5,2025-03-23 02:54:55,maxim
Pengguna Google,good,5,2025-03-23 02:51:19,maxim
Pengguna Google,"terimakasih Order telah dipenuhi oleh: Darmawan Hidayat dengan Motorcycle, warna hitam, nopol BP2917CJ. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",5,2025-03-23 02:50:56,maxim
Pengguna Google,terimakasih,5,2025-03-23 02:49:49,maxim
Pengguna Google,mantap,5,2025-03-23 02:46:27,maxim
Pengguna Google,sangat abik,5,2025-03-23 02:46:12,maxim
Pengguna Google,mantap,5,2025-03-23 02:36:12,maxim
Pengguna Google,👍👍👍👍,4,2025-03-23 02:32:57,maxim
Pengguna Google,terima kasih,5,2025-03-23 02:30:26,maxim
Pengguna Google,sangat baik,5,2025-03-23 02:30:23,maxim
Pengguna Google,"jujur dibandingkan aplikasi car atau bike online, tarif maxim untuk saat ini yg paling murah dan masih masuk akal tarifnya. Cepat juga mendapat sopir. Sebagai pengguna mobil online, Overall ok.",5,2025-03-23 02:21:51,maxim
Pengguna Google,mantap,5,2025-03-23 02:17:32,maxim
Pengguna Google,sangat bagus,5,2025-03-23 02:08:25,maxim
Pengguna Google,pengemudi sangat sopan dan ramah,5,2025-03-23 02:04:30,maxim
Pengguna Google,bagus dan ramah,4,2025-03-23 02:04:22,maxim
Pengguna Google,semangat,5,2025-03-23 01:56:46,maxim
Pengguna Google,ramah dan baik,5,2025-03-23 01:55:03,maxim
Pengguna Google,"Baik, tepat waktu terimakasih 🙏",5,2025-03-23 01:39:55,maxim
Pengguna Google,"kasihan drivernya menjemput konsumennya terlalu jauh, mau di batalkan kasihan...drivernya minta tolong supaya jangan di cancel....kasihan saya sama drivernya....gak ada otak provider nya atau emang gak berkualitas",2,2025-03-23 01:38:51,maxim
Pengguna Google,oke,4,2025-03-23 01:36:37,maxim
Pengguna Google,sangat baik,5,2025-03-23 01:36:21,maxim
Pengguna Google,baik,5,2025-03-23 01:30:12,maxim
Pengguna Google,sesuai orderan,5,2025-03-23 01:11:16,maxim
Pengguna Google,"Terima kasih maxim. tapi di daerah saya driver kurang, sehingga driver dari kota turun gunung. kasihan sekali drivernya. terima kasih mas driver dan maxim 👍🙏",5,2025-03-23 01:11:13,maxim
Pengguna Google,bagus,5,2025-03-23 01:07:32,maxim
Pengguna Google,bagus,5,2025-03-23 00:57:25,maxim
Pengguna Google,cepat respon kurir gercep,5,2025-03-23 00:56:41,maxim
Pengguna Google,terimakasih semoga sukses selalu,5,2025-03-23 00:51:29,maxim
Pengguna Google,terbaik,5,2025-03-23 00:41:55,maxim
Pengguna Google,mantap... makasih maxim,4,2025-03-23 00:36:23,maxim
Pengguna Google,mantapp,5,2025-03-23 00:31:22,maxim
Pengguna Google,"tarif asal 24rb mendadak berubah jadi 36rb saat sampai di tujuan, aneh..",1,2025-03-23 00:26:48,maxim
Pengguna Google,ramah dan informatif,5,2025-03-23 00:26:05,maxim
Pengguna Google,baik,5,2025-03-23 00:15:10,maxim
Pengguna Google,keren maxim rute tercepat😊,5,2025-03-23 00:11:20,maxim
Pengguna Google,mantap,5,2025-03-23 00:10:25,maxim
Pengguna Google,top aja,5,2025-03-23 00:10:01,maxim
Pengguna Google,Ramah . cepat dan aman,5,2025-03-23 00:02:44,maxim
Pengguna Google,Komunikatif dan fun,5,2025-03-23 00:01:42,maxim
Pengguna Google,Ramah dan harga terjangkau,5,2025-03-23 00:01:28,maxim
Pengguna Google,drivernya ramah,5,2025-03-22 23:59:38,maxim
Pengguna Google,ok,5,2025-03-22 23:44:49,maxim
Pengguna Google,"Susah banget mau daftar aja,, app gak jelas",1,2025-03-22 23:42:36,maxim
Pengguna Google,sopan dan pengrtian mau di arahkan,5,2025-03-22 23:34:45,maxim
Pengguna Google,Aplikasinya sangat bagus dan mudah membantu pelanggan,4,2025-03-22 23:13:41,maxim
Pengguna Google,"semoga sukses,, lancar rejeki bosku",5,2025-03-22 22:51:54,maxim
Pengguna Google,memuaskan cepat dan nyaman,4,2025-03-22 22:32:01,maxim
Pengguna Google,ok,5,2025-03-22 22:26:46,maxim
Pengguna Google,trimks ..sdh melayani dgn baik..ramah amanah smga lancar slalu orderannya mass,5,2025-03-22 22:02:47,maxim
Pengguna Google,"makasih bang,,,sehat dan gacor slalu bang....",5,2025-03-22 22:02:13,maxim
Pengguna Google,bagus dan ramah,5,2025-03-22 21:56:37,maxim
Pengguna Google,mantap bg,5,2025-03-22 21:52:52,maxim
Pengguna Google,maxim terbaik,5,2025-03-22 21:37:00,maxim
Pengguna Google,"sangat ramah,ngobrolnya asik,wangi",5,2025-03-22 21:34:15,maxim
Pengguna Google,sembagat bapak💪!!,5,2025-03-22 21:30:06,maxim
Pengguna Google,"Kaget banget, download karena katanya lebih murah. pas awal aplikasi tulisannya 146 ribu, sampe rumah malah jadi 314 ribu tagihannya. kata drivernya kalo ga ada detail titiknya dan ternyata meleset emang jd gitu biayanya...menghindari si ijo dan pindah ke Maxim malah kena prank. auto kapok pake Maxim😭😭😭😭setelah sampe rumah langsung hapus aplikasinya. gak lagi lagi deh. niat mau irit malah jd morat marit.",1,2025-03-22 20:32:34,maxim
Pengguna Google,Tolong Ditindak Tegas Untuk Driver Maxim Atas Nama Muhammad Rohim dengan motorcycle Warna Kuning Dan Putih Nopol B3283SPH Kronologi: Saya Memesan Untuk ibu saya pulang kerja kebetulan Saya tidak bisa menjemput ibu Saya Karena Saya mengantuk.Dan saya Langsung Tidur Setelah Memesan Maxim ibu saya Cerita Kesaya Driver Maxim Mengendarai Secara UGAL UGALAN ( Ngebut ngebutan ) MEMBAHAYAKAN,1,2025-03-22 20:30:51,maxim
Pengguna Google,ramah,5,2025-03-22 20:24:45,maxim
Pengguna Google,draivet terbaik,5,2025-03-22 19:32:53,maxim
Pengguna Google,"Saya sangat berterimah kasih kepada pengemudi,karena sangat ramah dan sooan.🙏🙏🙏",5,2025-03-22 19:20:32,maxim
Pengguna Google,driver ramah baik,5,2025-03-22 19:08:13,maxim
Pengguna Google,bagusss sekali,5,2025-03-22 18:52:20,maxim
Pengguna Google,bagus banget,5,2025-03-22 18:42:59,maxim
Pengguna Google,baik,5,2025-03-22 18:41:08,maxim
Pengguna Google,"semangat kang,, hatur nuhun udh dianterin",5,2025-03-22 18:35:17,maxim
Pengguna Google,sangat baik,5,2025-03-22 17:57:20,maxim
Pengguna Google,"Orangnya sabar, ramah",5,2025-03-22 17:53:49,maxim
Pengguna Google,sangat bagus dan terjangkau,5,2025-03-22 17:40:41,maxim
Pengguna Google,Mantaap,5,2025-03-22 17:39:21,maxim
Pengguna Google,baik,5,2025-03-22 17:35:55,maxim
Pengguna Google,"drever nya bagus ,rapi,sopan,dan cepet ,top markotop",5,2025-03-22 17:31:59,maxim
Pengguna Google,semoga Maxim sukses selalu kedepannya,5,2025-03-22 17:10:00,maxim
Pengguna Google,"jika ada pengemudi membatalkan/menolak pesanan dari customer tolong kasih tahu ada pemberitahuan atau notif dari pengemudinya tiba-tiba sudah dialihkan ke pengemudi yang lainnya, jadi kita sebagai customer tidak bingung apalagi di saat keadaan sedang darurat",2,2025-03-22 17:08:22,maxim
Pengguna Google,"datang tepat waktu, ramah",5,2025-03-22 16:54:36,maxim
Pengguna Google,Amanah,5,2025-03-22 16:39:30,maxim
Pengguna Google,baik,5,2025-03-22 16:31:28,maxim
Pengguna Google,baik,5,2025-03-22 16:30:26,maxim
Pengguna Google,sangat membantu walau gerimis tetap mengantar,5,2025-03-22 16:25:54,maxim
Pengguna Google,orderan d respon dengan baik dan d layani dengan cepat ..semoga lancar rezeki BPK nya..semngat pejuang nafkah,4,2025-03-22 16:21:58,maxim
Pengguna Google,"Order telah dipenuhi oleh: Yusron dengan Motorcycle, warna hijau, nopol B6313UXR. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.85)",5,2025-03-22 16:17:48,maxim
Pengguna Google,sangat baik,5,2025-03-22 16:16:11,maxim
Pengguna Google,"aplikasi gak jelas, tarik saldo gak bisa. bayar pake saldo gak ada yg mau ambil",1,2025-03-22 16:15:34,maxim
Pengguna Google,sangat ramah dan jujur,5,2025-03-22 16:12:02,maxim
Pengguna Google,drivernya ramah,4,2025-03-22 16:10:29,maxim
Pengguna Google,baik sekali sopsn,5,2025-03-22 16:10:23,maxim
Pengguna Google,baik,5,2025-03-22 16:07:02,maxim
Pengguna Google,baik bgt drivernya,5,2025-03-22 16:03:33,maxim
Pengguna Google,"kalo gk niat mending di hapus aja, bubarin. berkali kali coba daftar login gk bisa bisa, semua nomor di coba tetep gk bisa. otp gk pernah di kirim.",1,2025-03-22 16:02:04,maxim
Pengguna Google,driver ramah,5,2025-03-22 15:50:34,maxim
Pengguna Google,👌,5,2025-03-22 15:49:26,maxim
Pengguna Google,puas,4,2025-03-22 15:39:46,maxim
Pengguna Google,baik dan jg ramah,5,2025-03-22 15:31:25,maxim
Pengguna Google,ramah,5,2025-03-22 15:24:31,maxim
Pengguna Google,"kampreet sekali ini maxim,,, benerin layanan nya update lokasi nya,, sekalas bandung saja susah di cari alamat tujuan",5,2025-03-22 15:24:18,maxim
Pengguna Google,istimewa,5,2025-03-22 15:24:17,maxim
Pengguna Google,mantebbbb,5,2025-03-22 15:20:08,maxim
Pengguna Google,ramah driver nya .wangi lagi mobil nya beda sama yang lain🙏🙏,5,2025-03-22 15:09:50,maxim
Pengguna Google,sangat bagus dan ramah driver nya,5,2025-03-22 15:05:28,maxim
Pengguna Google,orangnya ramah,5,2025-03-22 15:03:34,maxim
Pengguna Google,driver sangat ramah & baik hati trimkasih,5,2025-03-22 15:01:04,maxim
Pengguna Google,"cape nunggu ga diambil ambil,,sekali nya diambil di cancel padahal udh nunggu 1 jam lebih,,mengecewakan",1,2025-03-22 14:51:17,maxim
Pengguna Google,"terima kasih atas maxim yang membuat driver saya salah lokasi, dan sudah terlanjur sangat lama menunggu",1,2025-03-22 14:46:01,maxim
Pengguna Google,baik sekali pelayananya,5,2025-03-22 14:36:49,maxim
Pengguna Google,"Order telah dipenuhi oleh: Muhammad Paisal Pulungan dengan Motorcycle, warna hitam, nopol BP2567UH. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",5,2025-03-22 14:22:29,maxim
Pengguna Google,"trimakasih buat om nya sudah mau nganterin pesenan saya dicuaca yang lagi hujan gini ,pesenan sesuai dan pengantaran cepet",5,2025-03-22 14:20:02,maxim
Pengguna Google,sangat membantu perjalanan,5,2025-03-22 14:14:32,maxim
Pengguna Google,"sopir baik,ramah,sopan,hp sy tertinggal sampe di anterin kerumah,terima kasih bang",5,2025-03-22 14:11:32,maxim
Pengguna Google,"orangnya ramah,,,dan sopan,naik motornya bgus GK ngebut2🙂🙏",5,2025-03-22 14:10:49,maxim
Pengguna Google,"cukup baik, tapi kode promo gak pernah dapat:)",5,2025-03-22 14:07:57,maxim
Pengguna Google,bgus,5,2025-03-22 14:02:42,maxim
Pengguna Google,sangat puas sekali,5,2025-03-22 13:58:59,maxim
Pengguna Google,pelayanan sangat memuaskan,5,2025-03-22 13:53:28,maxim
Pengguna Google,terbaik pokoknya,5,2025-03-22 13:52:28,maxim
Pengguna Google,"bapaknya sangat ramah, berhati-hati, semoga sehat selalu ya pak",5,2025-03-22 13:47:58,maxim
Pengguna Google,"Sehat Terus Babe,,,",5,2025-03-22 13:40:13,maxim
Pengguna Google,semangat,5,2025-03-22 13:38:11,maxim
Pengguna Google,sangat sangat baik,5,2025-03-22 13:36:33,maxim
Pengguna Google,bagus,5,2025-03-22 13:35:13,maxim
Pengguna Google,mantap kaka,5,2025-03-22 13:35:02,maxim
Pengguna Google,baik,5,2025-03-22 13:31:49,maxim
Pengguna Google,good,5,2025-03-22 13:29:49,maxim
Pengguna Google,cepat dan murah,5,2025-03-22 13:28:10,maxim
Pengguna Google,sangat ramah,5,2025-03-22 13:26:27,maxim
Pengguna Google,Alhamdulillah drivernya amanah 🙏🏻,5,2025-03-22 13:26:14,maxim
Pengguna Google,driver yang baik dan tepat waktu,4,2025-03-22 13:21:43,maxim
Pengguna Google,"driver responnya cepet, sopan dan enak bawa motornya",5,2025-03-22 13:20:43,maxim
Pengguna Google,aplikasi nya bagus murah tpi pas pesanan diterima sering di cancel tiba-tiba sma mas² nya itu yg bikin kesel klo pesen pke maxim,3,2025-03-22 13:15:25,maxim
Pengguna Google,"untuk verifikasi ga masuk2 nomer verifikasi nya,",1,2025-03-22 13:13:55,maxim
Pengguna Google,sangat di percaya,5,2025-03-22 13:08:55,maxim
Pengguna Google,mantap,5,2025-03-22 13:06:19,maxim
Pengguna Google,seru bang drivernya.,5,2025-03-22 13:04:56,maxim
Pengguna Google,ok👍,5,2025-03-22 13:04:14,maxim
Pengguna Google,org nya baik dan sopan,5,2025-03-22 12:56:07,maxim
Pengguna Google,tepat waktu,5,2025-03-22 12:54:53,maxim
Pengguna Google,👍👍,5,2025-03-22 12:53:49,maxim
Pengguna Google,Good,5,2025-03-22 12:52:59,maxim
Pengguna Google,Drivernya ramah,5,2025-03-22 12:51:42,maxim
Pengguna Google,"dpt kode promo yg tdinya 51k jdi 46k bisa kepake , tpi dri drivernya ngotot minta cancel karna katanya kemurahan akhirnya gw cancel gpp bayar 51k yg penting plg eh nyampe rumah cape saya suruh suami yg bayar di dpn rumah malah naik jdi 56k tlg driver"" ga berkah kyk gini jan di perkerjakan!!! . Dri banyaknya driver maxim yg bnr cuma 1-3 org doang! lainya ga kompeten!!!",1,2025-03-22 12:49:36,maxim
Pengguna Google,driver nya baik sopan,5,2025-03-22 12:47:11,maxim
Pengguna Google,"driver maxim nya payahh bikin celaka anak org , nyetir gabisa pelan² akhirnya bikin sya nabrak mobil dan kepental udh gtu gamau tanggungjawab lagi.",1,2025-03-22 12:45:50,maxim
Pengguna Google,"mencari driver nya lama kali, tolong dong dipercepat supaya dapat driver kalau keadaan mendesak, gak cocok pakai maxim",4,2025-03-22 12:42:05,maxim
Pengguna Google,ok thanks,5,2025-03-22 12:39:05,maxim
Pengguna Google,aplikasi paling matul dan murah cuma untuk pergi lebih jauh gk tertera tolong biar jangkuan lebih bayak,5,2025-03-22 12:36:11,maxim
Pengguna Google,ramah orang nya,5,2025-03-22 12:34:24,maxim
Pengguna Google,"ramah nyaman, mantappp",5,2025-03-22 12:32:58,maxim
Pengguna Google,pelayanan memuaskan,5,2025-03-22 12:32:33,maxim
Pengguna Google,ramah baik enak di ajak ngbroll terimakasih,4,2025-03-22 12:31:56,maxim
Pengguna Google,ok cepat tepat dan good abg semoga berkh rizkinya drever keren dan idola astamer sukses,5,2025-03-22 12:27:19,maxim
Pengguna Google,"jadi tambah seneng gunakan aplikasi Maxim selain titik map alamatnya bertambah banyak harganya selalu tetap sama seperti biasa gak ngaruh jam padat pulang kantor atau karena hujann..harganya tetap sama,.",5,2025-03-22 12:27:07,maxim
Pengguna Google,terjangkau,5,2025-03-22 12:25:24,maxim
Pengguna Google,Bagus,5,2025-03-22 12:23:51,maxim
Pengguna Google,bagus sekalii terimakasih kak,5,2025-03-22 12:23:30,maxim
Pengguna Google,baik,5,2025-03-22 12:21:51,maxim
Pengguna Google,mantap,5,2025-03-22 12:18:17,maxim
Pengguna Google,Mantap,5,2025-03-22 12:09:39,maxim
Pengguna Google,best massage,5,2025-03-22 12:07:14,maxim
Pengguna Google,andalan,5,2025-03-22 12:05:19,maxim
Pengguna Google,terimaksih sdh membantu,5,2025-03-22 12:04:24,maxim
Pengguna Google,mantap OK,5,2025-03-22 12:03:39,maxim
Pengguna Google,nyaman,5,2025-03-22 11:55:24,maxim
Pengguna Google,drivernya ramah,5,2025-03-22 11:54:14,maxim
Pengguna Google,baik,5,2025-03-22 11:53:25,maxim
Pengguna Google,terimakasih,5,2025-03-22 11:47:32,maxim
Pengguna Google,pelayanannya bagus,5,2025-03-22 11:46:50,maxim
Pengguna Google,keren...,5,2025-03-22 11:38:53,maxim
Pengguna Google,"pelayanan nya baik, orangnya juga ramah",5,2025-03-22 11:34:19,maxim
Pengguna Google,"apalah apk nya ni,lama kali dapat orderan Maxim,nggk work it",1,2025-03-22 11:32:41,maxim
Pengguna Google,ok baik,5,2025-03-22 11:25:52,maxim
Pengguna Google,mantap,5,2025-03-22 11:24:10,maxim
Pengguna Google,sangat ramah 😊,5,2025-03-22 11:23:47,maxim
Pengguna Google,sangat baik,5,2025-03-22 11:18:19,maxim
Pengguna Google,baik,5,2025-03-22 11:18:15,maxim
Pengguna Google,pelayanan baik,5,2025-03-22 11:18:14,maxim
Pengguna Google,mantap,5,2025-03-22 11:17:46,maxim
Pengguna Google,baik,4,2025-03-22 11:13:22,maxim
Pengguna Google,ramah dan sopan,5,2025-03-22 11:10:37,maxim
Pengguna Google,baik puas,5,2025-03-22 11:06:38,maxim
Pengguna Google,murah,5,2025-03-22 11:03:33,maxim
Pengguna Google,sangat membantu layanannya,5,2025-03-22 10:56:44,maxim
Pengguna Google,pelayanan memuaskan dan ramah terimaksih 🙏,5,2025-03-22 10:56:29,maxim
Pengguna Google,baik,5,2025-03-22 10:51:29,maxim
Pengguna Google,terima kasih,5,2025-03-22 10:51:20,maxim
Pengguna Google,mantap,5,2025-03-22 10:50:59,maxim
Pengguna Google,Pelayanan bagus ramah tamah,5,2025-03-22 10:50:49,maxim
Pengguna Google,"murah , cepat dan dapat di percaya",5,2025-03-22 10:50:12,maxim
Pengguna Google,baik,5,2025-03-22 10:44:06,maxim
Pengguna Google,ssiiippp puas banget,5,2025-03-22 10:42:51,maxim
Pengguna Google,"enak bnget ngobrol mas nya, good",5,2025-03-22 10:41:41,maxim
Pengguna Google,bawa motor ya sabar biarpun macet,5,2025-03-22 10:39:27,maxim
Pengguna Google,sangat memuas pelayanan nya. murah lancar memuaskan,5,2025-03-22 10:34:08,maxim
Pengguna Google,mantap cepat sopan ramah,5,2025-03-22 10:32:37,maxim
Pengguna Google,bagus,5,2025-03-22 10:32:27,maxim
Pengguna Google,BAGUSS. BGTTTT,5,2025-03-22 10:27:52,maxim
Pengguna Google,ramah,5,2025-03-22 10:25:14,maxim
Pengguna Google,mantapppp,5,2025-03-22 10:18:26,maxim
Pengguna Google,terimakasih ya mas semogga dilancarkan rejekinya ya mas,5,2025-03-22 10:17:51,maxim
Pengguna Google,mantab layanannya cepat topo maxim,5,2025-03-22 10:16:15,maxim
Pengguna Google,"aplikasi yang tidak bisa google maps nya,jancoek",1,2025-03-22 10:03:14,maxim
Pengguna Google,baik,4,2025-03-22 10:02:55,maxim
Pengguna Google,"Sebener nya bagus dan murah, tapi susah sekali nyantol cari driver nya, sperinya pilih"" driver nya, setengah jam nunggu"" gada nyantol",3,2025-03-22 10:01:48,maxim
Pengguna Google,sangat baik,5,2025-03-22 09:59:44,maxim
Pengguna Google,terimakasih,5,2025-03-22 09:55:27,maxim
Pengguna Google,Baik,5,2025-03-22 09:54:07,maxim
Pengguna Google,"baik, cepat, driver ramah",5,2025-03-22 09:53:12,maxim
Pengguna Google,kak.maxim adalah app yg luar biasa..tapi ada kekurnganya yaitu ketika mencari druver terdekat.selalu dapatnya yg jauh.tlg kasih ketegasan buat driver yg dekat dan tdk mau nerima order harap di tindak dan driver jauh yg nerima order kasih dia poin lebih selain dari uang customer kak..tarimkasih,3,2025-03-22 09:48:45,maxim
Pengguna Google,order makanan gak bisa di batalkan cuma di kasih alasan order tempat lain di suruh order tempat lain,2,2025-03-22 09:44:42,maxim
Pengguna Google,sangat baik,5,2025-03-22 09:42:40,maxim
Pengguna Google,sangat baik driver,5,2025-03-22 09:31:51,maxim
Pengguna Google,"driver baik,ramah,sopan,berkendara aman&nyaman..",5,2025-03-22 09:28:43,maxim
Pengguna Google,👍👍👍,5,2025-03-22 09:28:37,maxim
Pengguna Google,terima kasih Maxim sukses selalu.mantap pelayanannya..... drivernya sangat ramah dan kendaraanya juga bersih dan nyaman,5,2025-03-22 09:26:20,maxim
Pengguna Google,MANTAPS BOSKU,5,2025-03-22 09:22:43,maxim
Pengguna Google,tolong apk di benahi. minta nomor vrifikasi kadang tidak di kirim. harus vrivikasi gambar. ndak selesai2 gimana apk ini,1,2025-03-22 09:11:32,maxim
Pengguna Google,kakanya ramah hehe,5,2025-03-22 08:54:53,maxim
Pengguna Google,berehhhh,5,2025-03-22 08:54:46,maxim
Pengguna Google,good,5,2025-03-22 08:48:45,maxim
Pengguna Google,rekomendasi banget,5,2025-03-22 08:48:30,maxim
Pengguna Google,amanah,5,2025-03-22 08:43:20,maxim
Pengguna Google,sangat baik,5,2025-03-22 08:41:56,maxim
Pengguna Google,sangat baik pelayanannya dan ramah,5,2025-03-22 08:30:28,maxim
Pengguna Google,👍,5,2025-03-22 08:25:01,maxim
Pengguna Google,mantap,5,2025-03-22 08:22:21,maxim
Pengguna Google,mantap,5,2025-03-22 08:20:49,maxim
Pengguna Google,mantap,5,2025-03-22 08:18:44,maxim
Pengguna Google,oke mantap,5,2025-03-22 08:17:11,maxim
Pengguna Google,mantap,5,2025-03-22 08:16:49,maxim
Pengguna Google,"cepat, mudah dan praktis 👌",5,2025-03-22 08:16:42,maxim
Pengguna Google,"susah pengaturan map nya , tidak bisa di puter 360⁰ jadi susah buat tentuin titik nya",1,2025-03-22 08:12:42,maxim
Pengguna Google,"aplikasi ojek online terburuk yang pernah saya pakai, kaspro nya sampah, driver g ada yang mau ambil kalo make kaspro, pencarian lokasi sangat sulit, tidak ada fitur riwayat, sangat sangat buruk saya tidak merekomendasikan aplikasi ini untuk layak di gunakan, drivernya juga sering ngeluh soal aplikasi ini.",1,2025-03-22 08:02:00,maxim
Pengguna Google,cepat dan hemat,5,2025-03-22 08:01:06,maxim
Pengguna Google,"kalo mesan go food ,gojek nya sering bohong , dan kwitansi kadang gk disertai, sering ditambahin harga, krna di applikasi gk disertai harga, sering ketahuan bohong tukang ojolnya😂",1,2025-03-22 08:00:23,maxim
Pengguna Google,"terimakasih,, sangat nyaman,,",5,2025-03-22 07:58:46,maxim
Pengguna Google,mantap,5,2025-03-22 07:57:45,maxim
Pengguna Google,ramah dan sopan,5,2025-03-22 07:53:07,maxim
Pengguna Google,ramah,5,2025-03-22 07:37:14,maxim
Pengguna Google,supir nya ramah,5,2025-03-22 07:35:09,maxim
Pengguna Google,sangat berguna,5,2025-03-22 07:30:27,maxim
Pengguna Google,makasih mas udah nganter sampai tujuan dan mas nya ramah,5,2025-03-22 07:28:44,maxim
Pengguna Google,keren,5,2025-03-22 07:20:48,maxim
Pengguna Google,Driver nya baik thankyuh pak walpun nerobos ujan,5,2025-03-22 07:18:20,maxim
Pengguna Google,ramah tamah,5,2025-03-22 07:17:13,maxim
Pengguna Google,terimakasih,5,2025-03-22 07:15:35,maxim
Pengguna Google,gercep mantap banget,5,2025-03-22 07:12:02,maxim
Pengguna Google,aplikasi ne rodo ribet coy,5,2025-03-22 07:11:43,maxim
Pengguna Google,suka,5,2025-03-22 07:11:07,maxim
Pengguna Google,murah dan cepat datang driver ya,5,2025-03-22 07:09:18,maxim
Pengguna Google,bobo boy terbaik,5,2025-03-22 07:08:10,maxim
Pengguna Google,bagus,5,2025-03-22 07:07:06,maxim
Pengguna Google,hari ini ada pengalaman yang tidak menyenangkan... selama sy menggunakan maxim baru kali ini dapat driver yang pelayanan tidak ramah dan tidak menyenangkan. membuat sy emosi karena barang yang sy titip didepan ditekan2 dengan helm . ucapannya ketus tidak ramah akhirnya sy turun dari motor karena permintaan driver mta cansel.,5,2025-03-22 07:05:38,maxim
Pengguna Google,mantap,5,2025-03-22 06:58:43,maxim
Pengguna Google,"cara mengemudi driver tidak bikin mabuk dan nyaman, driver ramah, goodjob Maxim....",4,2025-03-22 06:58:10,maxim
Pengguna Google,layanan baik,5,2025-03-22 06:54:31,maxim
Pengguna Google,ramah,5,2025-03-22 06:47:42,maxim
Pengguna Google,"ngga dapat driver untuk pengiriman paket, terus sudah saya ngga order lagi, akun saya otomatis keluar, mau masuk lagi pake nomor telepon, ngga dapat sms dari Maximnya, sekarang saya masih coba terus, namun tetap ngga bisa :(",1,2025-03-22 06:46:11,maxim
Pengguna Google,babi punya maxim driver maxim cash harga awal harga lain sampai tempat harga lain .. suka makan duit .. tutup sahaja lah .tak payah on lagi ..rugi,1,2025-03-22 06:41:45,maxim
Pengguna Google,terimakasih,5,2025-03-22 06:38:10,maxim
Pengguna Google,murah abiss..mantap,5,2025-03-22 06:35:28,maxim
Pengguna Google,mantab,5,2025-03-22 06:31:12,maxim
Pengguna Google,tidak lengkap kalo tidak ada fitur kirim/ngirim poto/vidio,2,2025-03-22 06:26:06,maxim
Pengguna Google,"Aplikasi gila, mau masuk tampilan loading aja, ini pengembang aplikasinya pakai apa sih? jaringan bagus muter-muter aja ga masuk ke aplikasi, di layanan ojol lain lancar ga ada kendala di Maxim aja ga masuk-masuk sejam lebih nunggu",1,2025-03-22 06:21:44,maxim
Pengguna Google,bagus,5,2025-03-22 06:15:15,maxim
Pengguna Google,drivernya mantap....,5,2025-03-22 06:13:05,maxim
Pengguna Google,makasih kak,5,2025-03-22 06:11:31,maxim
Pengguna Google,pelayanan sangat baik,5,2025-03-22 06:10:57,maxim
Pengguna Google,driver dah mulai langka jd pindah server ke lalamove,1,2025-03-22 06:08:15,maxim
Pengguna Google,drivernya kadang minta ongkirnya dinaikin lagi,4,2025-03-22 06:06:58,maxim
Pengguna Google,good looking...humble,5,2025-03-22 06:04:48,maxim
