content,userName,score,at,app_name
puas sekali mantap,Pengguna Google,5,2020-01-25 07:37:16,nujek
aplikasi siap anyeb lama,Pengguna Google,1,2020-01-25 01:45:52,nujek
maju terus nujek,Pengguna Google,5,2020-01-25 00:55:21,nujek
moga manfaat masyarakat,Pengguna Google,5,2020-01-24 09:40:13,nujek
lebih kembang lgi,Pengguna Google,5,2020-01-24 04:18:18,nujek
daftar restonya gmn klo mau kerja sama,Pengguna Google,3,2020-01-23 07:57:32,nujek
harga mahal wwww,Pengguna Google,1,2020-01-23 07:37:25,nujek
aplikasi sangat bagus tidak berat hp banyak manfaat,Pengguna Google,5,2020-01-22 14:04:37,nujek
malah bintang 9 kalo sih,Pengguna Google,5,2020-01-22 08:31:07,nujek
moga nu jek cirebon maju teruss,Pengguna Google,5,2020-01-22 05:51:01,nujek
mantap shollu ala nabi muhamad,Pengguna Google,5,2020-01-22 04:42:33,nujek
mau daftar time out terus yah,Pengguna Google,2,2020-01-22 03:00:21,nujek
tidak login buat apa nih time out mulu,Pengguna Google,1,2020-01-22 02:53:52,nujek
lokasi kurang akurat baik ya,Pengguna Google,5,2020-01-21 16:04:12,nujek
moga selalu maju,Pengguna Google,5,2020-01-21 14:01:58,nujek
santri nusantara top,Pengguna Google,5,2020-01-21 12:12:05,nujek
luas wilayah min jawa tengah sepi hhe drivernya kurang minat ga insentif mungkin min coba diadain biar bnyk yg daftar,Pengguna Google,5,2020-01-21 05:16:18,nujek
app murni indonesia,Pengguna Google,5,2020-01-21 05:04:04,nujek
sudah bagus aplikasi tapi sayang customer banyak yg tahu,Pengguna Google,5,2020-01-21 04:32:00,nujek
tingkat kan performa nya min mantap,Pengguna Google,5,2020-01-21 03:35:43,nujek
moga makin maju,Pengguna Google,5,2020-01-20 17:38:15,nujek
apa ada promo diskon gt,Pengguna Google,4,2020-01-20 11:18:19,nujek
makin keren aje,Pengguna Google,5,2020-01-20 02:01:11,nujek
download gk bisa,Pengguna Google,1,2020-01-19 13:31:51,nujek
aplikasi cukup unik banget,Pengguna Google,5,2020-01-19 12:03:36,nujek
sip slalu sehat,Pengguna Google,5,2020-01-19 05:01:13,nujek
coba dulu yak mba,Pengguna Google,5,2020-01-19 02:09:26,nujek
super sekali,Pengguna Google,5,2020-01-18 16:19:47,nujek
saya kasih star 1 banyak fitur-fitur bom bagus 1chat langsung masuk whatsapp sangat menggangu nyaman 2 gak asik pokok,Pengguna Google,1,2020-01-18 13:56:02,nujek
jabodetabek ada driver untuk food bike jadi uninstall dulu kalau lumayan banyak baru pindah haluan tapi hati tetap nu,Pengguna Google,5,2020-01-18 13:35:25,nujek
moga maju sukses,Pengguna Google,5,2020-01-18 08:22:34,nujek
sudah bagus harap lebih cepat digital money tidak pakai uang cash expansi resto lebih banyak lagi di tambah chat tidak semua pakai pulsa,Pengguna Google,5,2020-01-18 08:19:05,nujek
lebih murah yang,Pengguna Google,5,2020-01-18 06:59:11,nujek
ntah kek mana aplikasi ni masuk no hp kata d masuk tak d kasih kode ferifikasinya lalu wa fb maupun sms gak ngerti sumpah kecewa nyesal d download gak d buka juga apa yg gak ngerti tapi d coba2 segala tetap gak da kode,Pengguna Google,1,2020-01-18 05:15:57,nujek
moga sukses selalu,Pengguna Google,5,2020-01-17 15:12:26,nujek
terus baik min saya bangga jadi warga nu nu joss,Pengguna Google,5,2020-01-17 13:22:22,nujek
moga sukses slalu,Pengguna Google,5,2020-01-17 13:17:27,nujek
benar aplikasi udah bagus nggak lot sama opsi pilih driver tapi segi map nya zonk tempat banyak belum di ponorogo sama tarif masih mahal kalah sama asia trans harga terima kasih,Pengguna Google,1,2020-01-17 08:19:38,nujek
nu jek memang ok,Pengguna Google,5,2020-01-17 05:49:02,nujek
buka nya suwe uwer uwer uwer suweeeee delete bae lah,Pengguna Google,1,2020-01-17 05:30:56,nujek
bagus tapi dijakarta ada ya,Pengguna Google,4,2020-01-17 02:20:31,nujek
kurang tahu dimadiun banyak driver ojek belum semog bermnfaat,Pengguna Google,4,2020-01-16 13:45:25,nujek
sangat binggiiit,Pengguna Google,5,2020-01-16 11:10:34,nujek
manfaat sekali moga kalah main lama,Pengguna Google,5,2020-01-16 09:56:13,nujek
nu jaya merdeka,Pengguna Google,5,2020-01-16 07:56:27,nujek
terus jaya nujek,Pengguna Google,5,2020-01-16 05:34:02,nujek
tingkat terus,Pengguna Google,5,2020-01-16 04:03:17,nujek
aplikasi baru udah bagus pilih driver tambah tarif murah jangkau,Pengguna Google,5,2020-01-16 00:39:38,nujek
ikut bangga warga nu dgn ada nujek ini moga segera buka cabang kota magelang,Pengguna Google,5,2020-01-15 21:08:43,nujek
masih banyak baru,Pengguna Google,5,2020-01-15 12:32:16,nujek
moga di kota brebes tambah maju and besar nujeknya,Pengguna Google,5,2020-01-15 08:15:31,nujek
sudah bagus performa tapi map nya baik ya makasih,Pengguna Google,4,2020-01-15 07:15:14,nujek
sulit cari tuju mungkin peta nya benah,Pengguna Google,1,2020-01-15 01:58:57,nujek
butuh kembang mesan driver dapat note pesan custemer buat driver bingung,Pengguna Google,2,2020-01-14 12:55:58,nujek
cara daftar nufood sangat mudah moga jd yg no 1 indonesia,Pengguna Google,5,2020-01-13 07:44:20,nujek
masih ada yg gak muncul map nya,Pengguna Google,5,2020-01-13 05:44:07,nujek
di sumbar apa ya karna sy sdh daftar tp blm ada minta,Pengguna Google,1,2020-01-13 02:25:56,nujek
susah temu driver,Pengguna Google,1,2020-01-12 22:35:55,nujek
masih benah,Pengguna Google,5,2020-01-12 16:22:42,nujek
moga tambah jaya nu ku,Pengguna Google,5,2020-01-12 15:47:09,nujek
saya tunggu bisa partisipasi nu jek ini sangat bagus,Pengguna Google,5,2020-01-12 02:18:18,nujek
baguss tingkat lagi bangga jadi warga nahdliyin,Pengguna Google,5,2020-01-11 14:42:00,nujek
mantap lanjut kembang nya lebih sempurna produk ke pelosok nusantara,Pengguna Google,5,2020-01-11 04:08:57,nujek
aplikasi ojek online baru banyumas aplikasi ringan trus tarif murah bisa pilih driver juga saya bukti,Pengguna Google,5,2020-01-11 02:36:32,nujek
pake nujek lebih hemat,Pengguna Google,5,2020-01-11 02:33:53,nujek
moga makin rambah hasanah daya sekitar kita penuh berkah utk sama,Pengguna Google,5,2020-01-10 08:35:09,nujek
untuk nujek saya mau daftar jadi driver tpi bingung pilih daerah mana yg ramai tumpang mohon bantuanya,Pengguna Google,4,2020-01-09 15:27:40,nujek
sudah bagus perlu tingkat banyak,Pengguna Google,5,2020-01-09 10:53:45,nujek
untuk hasil cari makan minum baik langsung tampil menu makan minum bukan lapak jual capek dong kalau lihat satu,Pengguna Google,3,2020-01-09 05:02:24,nujek
cukup oke warga nahdliyyin,Pengguna Google,5,2020-01-08 12:23:05,nujek
moga bekembang pesat,Pengguna Google,5,2020-01-08 09:32:27,nujek
aplikasi sangat bagus,Pengguna Google,5,2020-01-08 07:31:01,nujek
aplikasi time out sendiri klo sen ojol susah,Pengguna Google,5,2020-01-08 02:51:40,nujek
gak login data sedia,Pengguna Google,1,2020-01-07 06:37:50,nujek
ini ya masukin nomor kok aplikasi nya bilang data ada,Pengguna Google,1,2020-01-07 06:10:38,nujek
kenapa lokasi rumah gak peta padahal di google map ada di apl ojek pdhl lho,Pengguna Google,1,2020-01-06 10:51:33,nujek
sangat sangat murah,Pengguna Google,5,2020-01-06 09:58:22,nujek
moga sukses jujur dan jadi nujek yg amanah dan sangat bantu pengusaha2 kecil besar,Pengguna Google,5,2020-01-06 05:52:30,nujek
nujek cepat ramah utama lebih murang grab gohek,Pengguna Google,5,2020-01-05 23:19:45,nujek
los g rewel,Pengguna Google,5,2020-01-05 07:17:38,nujek
sulit dapat driver mohon baik dukung aplikasi agar punya maju daya saing baik,Pengguna Google,2,2020-01-05 00:34:07,nujek
driver lot tdk ramah kalau pesan gk sesuai harap nungguin lama ujung2 zonk,Pengguna Google,1,2020-01-05 00:03:39,nujek
tolong tuk tingkat dari segi meta peta asli bingung liat peta tidak sama peta yg google map,Pengguna Google,3,2020-01-04 10:30:54,nujek
moga depan makin lebih baik,Pengguna Google,5,2020-01-04 09:41:46,nujek
saya kasih 4 dulu biar cepet naik sangat tunjang banget ni cuma sayang driver daerah kebayoran lama blom mungkin kurang bakar2 uang alias iklan majuterus nujek,Pengguna Google,4,2020-01-04 03:08:04,nujek
assalaamu alaikum wr wb min nama aplikasi resto apa ya resto mau daftar nujek nuhun,Pengguna Google,5,2020-01-03 12:09:08,nujek
moga nujek makin sukses daya warga nahdiyin khusus,Pengguna Google,5,2020-01-03 09:06:14,nujek
gak d download payah,Pengguna Google,1,2020-01-03 08:39:24,nujek
di daerah belum bang ojek,Pengguna Google,3,2020-01-03 03:04:47,nujek
mantap kembang hingga pelosok negri,Pengguna Google,5,2020-01-02 06:49:03,nujek
kok gak di bukak ya padahal klik daftar,Pengguna Google,4,2020-01-01 22:39:21,nujek
bagus enak nyaman,Pengguna Google,5,2020-01-01 11:36:44,nujek
mantap saya warga nu bangga aplikasi ini terus kembang aplikasi biar semua orang rasa manfaat,Pengguna Google,5,2019-12-31 14:07:51,nujek
saya selaku warga nahdliyin sangat apresiasi karya anak bangsa,Pengguna Google,5,2019-12-31 13:44:53,nujek
saya bangga nu,Pengguna Google,5,2019-12-31 12:27:58,nujek
moga sukses surabaya,Pengguna Google,5,2019-12-31 07:58:09,nujek
warga nu pake nujek,Pengguna Google,5,2019-12-29 13:47:21,nujek
tolong gang kecil ada peta jadi lebih akurat lokasi,Pengguna Google,4,2019-12-29 11:42:53,nujek
saya suka saya suka tapi ko peta nya beda dr yg ya min,Pengguna Google,5,2019-12-28 11:11:44,nujek
prospektif nih sedikit doang map nya ga lengkap,Pengguna Google,5,2019-12-28 11:10:12,nujek
matap pokoke dukung terus sukses,Pengguna Google,5,2019-12-28 08:59:07,nujek
mantabb dg aplikasi nujek karya anak bangsa insyaallah berkah,Pengguna Google,5,2019-12-28 07:25:59,nujek
bisa percaya jamin halal,Pengguna Google,5,2019-12-27 16:44:44,nujek
pakai jasa nujek sama hal hidup tajug-tajug desa moga sukses,Pengguna Google,5,2019-12-27 13:13:29,nujek
ketika geser map aplikasi sering macet silah baik tingkat promosi banyak belum tau aplikasi ini,Pengguna Google,5,2019-12-27 08:29:33,nujek
subhanalloh walhamdulillah wala ilahaillallohuwallohu akbar,Pengguna Google,5,2019-12-27 07:10:22,nujek
option nya banyak lengkap,Pengguna Google,5,2019-12-26 15:46:22,nujek
dari santri negeri,Pengguna Google,5,2019-12-26 14:42:26,nujek
moga kembang manfaat,Pengguna Google,5,2019-12-26 14:33:50,nujek
mantabz luar biasa,Pengguna Google,5,2019-12-26 10:21:51,nujek
alhamdulillah mantap moga sukses selalu,Pengguna Google,5,2019-12-26 07:31:47,nujek
pilih baru moga lebih baik,Pengguna Google,5,2019-12-24 10:03:44,nujek
bangga ojek nusantara,Pengguna Google,5,2019-12-23 03:42:31,nujek
kok gk daftar sih udh coba beberapa kali ttp gk,Pengguna Google,2,2019-12-21 10:50:30,nujek
lumayan baru dua order,Pengguna Google,3,2019-12-21 09:49:04,nujek
layan bagus,Pengguna Google,1,2019-12-21 08:19:03,nujek
moga tambah lancar ekonomi amiin,Pengguna Google,5,2019-12-19 06:24:40,nujek
mksh dgn nujek gg was2 dlm jalan moga makin depan,Pengguna Google,5,2019-12-19 04:31:59,nujek
smg tambah lengkap layan nya,Pengguna Google,4,2019-12-18 06:42:55,nujek
mantaap kapan masuk palu,Pengguna Google,5,2019-12-17 16:52:18,nujek
apa solo ada drivernya,Pengguna Google,5,2019-12-16 15:34:55,nujek
aplikasi cukup lengkap bantu,Pengguna Google,5,2019-12-16 09:11:17,nujek
payah sudah update tetep aja banyak jalan yg ga masuk rumah pinggir jalan jalan nya hilang jadi kaya hutan klo map nya ga di ganti ky app ojol2 ya tetep aja begitu customer jd susah nentuin titik jemput driver jg susah nemuin titik jemput yg jalan hilang,Pengguna Google,5,2019-12-15 02:57:22,nujek
saya kasih bingang ni tapi mohon untuk kembang daerah belitung,Pengguna Google,5,2019-12-14 15:27:16,nujek
mantap aplikasi santri negri,Pengguna Google,5,2019-12-14 13:47:27,nujek
ayo nganggo aplikasine wonge dewek sing nggawe wonge dewek drivere wonge dewek kudune wonge dewek nganggo ayo download tur denggo men go ngikhtiari driver golet rejeki regane murah timbang liane,Pengguna Google,5,2019-12-14 02:46:03,nujek
moga makin sukses depan,Pengguna Google,5,2019-12-13 23:58:54,nujek
mari gabung nujek nujek aman nyaman,Pengguna Google,5,2019-12-12 06:36:32,nujek
beberapa kali pake ketika klik order now di aplikasi muncul driver sedang sibuk tiba driver datang chat lokasi sementara sudah pergi,Pengguna Google,1,2019-12-12 02:38:54,nujek
mapsnya ada nama gedung tempat nih jadi susah nentuin titik jemput tuju,Pengguna Google,4,2019-12-11 10:05:35,nujek
terima kasih nusantara ojek kami tumpang sangat bantu ada nusantara ojek nujek harga murah bisa pilih driver sesuai ingin,Pengguna Google,5,2019-12-11 02:33:03,nujek
nujek sangat bantu sekali buat masyarakat ajar nujek jujur hemat,Pengguna Google,5,2019-12-11 02:32:24,nujek
driver sopan pis tepat waktu murah,Pengguna Google,5,2019-12-11 02:31:55,nujek
mantabbbbb bakal bisa jadi langgan ini,Pengguna Google,5,2019-12-10 02:12:42,nujek
murah banget 5k jrak dkat drivernya jg udah banyak surabaya,Pengguna Google,5,2019-12-09 11:49:26,nujek
tolong lebih gencar sosialisasi masyarakat trm ksh,Pengguna Google,5,2019-12-08 04:04:47,nujek
makin benah untuk kemslahatan umat,Pengguna Google,5,2019-12-08 01:40:28,nujek
sangat bagus fitur-fitur tambah kena lokasi peta sedikit bingung tidak nama lokasi sekitar yg hanya nama jalan mohon baik terima kasih,Pengguna Google,5,2019-12-07 14:24:15,nujek
saya baru download versi 4 3 3 kok waktu udah mau daftar malah data sedia,Pengguna Google,1,2019-12-07 00:44:37,nujek
gabisa log in sign up dah males,Pengguna Google,1,2019-12-07 00:03:02,nujek
mantap jakarta baru instal langsung verifikasi saya buka di aplikasi drivernya ada tarif murah makasih om bas moga di jakarta makin banyak drivernya,Pengguna Google,5,2019-12-06 07:22:13,nujek
aplikasi udah keren cuman syang kota masih blm ada moga cepat hadir d ibukota,Pengguna Google,5,2019-12-05 11:02:56,nujek
sangat manfaat utk umat,Pengguna Google,5,2019-12-04 11:30:06,nujek
okay makasih resto udah di list menu food nya masih blm tau cara mnegatur resto foto dll sesuai janji kasih bintang 5 buat bambang,Pengguna Google,5,2019-12-04 10:18:43,nujek
ga login dah reinstall jg ga,Pengguna Google,5,2019-12-03 16:36:38,nujek
kok sy ngk masuk nih,Pengguna Google,1,2019-12-03 12:03:33,nujek
mantap cepat tepat murah sangat bantu bisa irit jaya selalu nujek,Pengguna Google,5,2019-12-02 15:35:41,nujek
sayang kembang daerah lain padahal cukup baik,Pengguna Google,5,2019-12-02 12:25:24,nujek
terimakasih nujek sangat manfaat,Pengguna Google,5,2019-12-02 04:43:16,nujek
kurang cepat merespon tiba2 driver biaa,Pengguna Google,1,2019-12-02 03:02:23,nujek
loadingnya lambat mohon kendala jariang login makasih,Pengguna Google,4,2019-12-01 12:18:59,nujek
kurir cepat sopan,Pengguna Google,5,2019-12-01 07:44:39,nujek
moga langkah depan lebih baik,Pengguna Google,5,2019-12-01 06:45:37,nujek
peta maksimal kota dumai,Pengguna Google,3,2019-12-01 03:09:45,nujek
tingkat terus ayo tim marketing iklanin tv nasional,Pengguna Google,4,2019-12-01 02:14:00,nujek
telah update versi baru malah bisa guna selalu keluar terus terus apk nya kurang canggih,Pengguna Google,1,2019-11-30 07:16:13,nujek
moga cepat kembang pesat,Pengguna Google,5,2019-11-30 06:53:42,nujek
aplikasi bagus sja pas update apk nya selalu keluar sendiri pas buka jdi bgmna admin,Pengguna Google,1,2019-11-30 02:26:53,nujek
aplikasi makin mantap mungkin lebih tingkat kualitas semua hehehehhe jangan selalu eror ini jangan jadi untuk mapsnya mungkin di up agar guna bingung tentu titik jemput tuju,Pengguna Google,5,2019-11-30 02:09:45,nujek
malah gak buka update 4 2 2 cuman habis logo malah lebih parah,Pengguna Google,1,2019-11-30 00:07:20,nujek
alhamdulillah daya santri,Pengguna Google,5,2019-11-29 15:15:44,nujek
tingkat lagi aplikasi eror terus tiap selalu eror,Pengguna Google,1,2019-11-29 15:13:35,nujek
alhamdulillah sangat puas bantu ekonomi,Pengguna Google,5,2019-11-26 15:07:47,nujek
di coba dulu rating naik bila semua,Pengguna Google,3,2019-11-25 15:45:12,nujek
bagus sangat bantu customer krn tarif yg pas kantong ajar mahasiswa,Pengguna Google,5,2019-11-25 02:57:11,nujek
sangat bantu murah cepat,Pengguna Google,5,2019-11-24 11:56:46,nujek
sangat suka moga lebih baik manfaat,Pengguna Google,5,2019-11-24 09:39:02,nujek
ada in promo mission gitu lo pak nanti tambah bintang,Pengguna Google,3,2019-11-22 14:38:50,nujek
alhamdulillah aplikasi mudah cepat berkah kyai habaib nu ini,Pengguna Google,5,2019-11-22 04:45:03,nujek
verifikasi akun kok lama banget udah 3hr blm konfirmasi,Pengguna Google,1,2019-11-22 02:07:25,nujek
oke moga makin maju,Pengguna Google,5,2019-11-21 09:51:41,nujek
pesan abai cm wawancara via w-a dtanyai itu ga penting,Pengguna Google,1,2019-11-21 06:52:54,nujek
kapa nujek selalu error,Pengguna Google,1,2019-11-20 17:27:06,nujek
driver yg langka,Pengguna Google,5,2019-11-20 05:17:09,nujek
moga nujek makin maju marketing nya lebih giat semangat promosi masyarakat kota gresik,Pengguna Google,5,2019-11-19 04:55:45,nujek
layan ramah driver sdh lumayan banyak bisa jadi alternatif ojek online,Pengguna Google,5,2019-11-19 04:51:14,nujek
nu jek karya anak bangsa,Pengguna Google,5,2019-11-17 19:33:03,nujek
udah update malah lebih susah udah dpt titik pas mau pesan gak bs parah pakai nujek admin baik aplikasi biar lebih baik,Pengguna Google,1,2019-11-17 02:39:43,nujek
aplikasi begoo ada signal internet bilang masalah masuk server masalah jaring pake aplikasi ojol lancar nujek masalah auto uninstall,Pengguna Google,1,2019-11-13 10:23:55,nujek
aplikasi baik bai warga nu,Pengguna Google,5,2019-11-13 02:11:16,nujek
aplikasi maksimal kalo order lama bgt nunggu driver nya selalu kedapetan driver yg bukan asli tmpt tinggal saya jadi nya nggatau jalan drivernya,Pengguna Google,2,2019-11-13 01:53:40,nujek
sayang update malah lebih jelek karenab posisi driver gerak jadi tidak tau driver mana,Pengguna Google,3,2019-11-12 12:26:03,nujek
aplikasi bagus sngt bantu semagat sllu y driver nujek,Pengguna Google,5,2019-11-10 08:47:11,nujek
dftrnya susah pake no wa udah d masukin kode ttp ga bisa pake no hp kya gitu otw banterrrr uninstal,Pengguna Google,1,2019-11-10 03:11:14,nujek
ojol baik banyak menu real harga,Pengguna Google,5,2019-11-09 05:03:22,nujek
moga makin maju,Pengguna Google,5,2019-11-08 19:04:55,nujek
bisa saing gk sama duo ijo,Pengguna Google,5,2019-11-08 14:20:30,nujek
aplikasi keren moga jadi nomer 1 indonesia maju terus nujek,Pengguna Google,5,2019-11-06 16:05:38,nujek
untuk daerah jateng khusus banyumas kok ngga di lokasi,Pengguna Google,3,2019-11-06 14:30:47,nujek
buka aplikasi langsung ken uninstall,Pengguna Google,1,2019-11-06 03:05:29,nujek
sangat baik aplikasi nya,Pengguna Google,5,2019-11-05 13:38:00,nujek
bintang sy beri 3 dl y,Pengguna Google,3,2019-11-05 07:27:22,nujek
allahumma barokah amin,Pengguna Google,5,2019-11-03 10:22:59,nujek
udah jelek sekarang aplikasi loading nya lama banget,Pengguna Google,1,2019-11-03 08:03:49,nujek
tingkat trus pelayananx dan moga driver nya tambah lagi biar ada yg stand bye trus,Pengguna Google,5,2019-11-03 03:17:16,nujek
salam satu negri,Pengguna Google,5,2019-11-01 10:46:20,nujek
bagus mudah mengunakan,Pengguna Google,5,2019-10-31 06:03:01,nujek
semangat terus wahai juang,Pengguna Google,5,2019-10-30 07:10:13,nujek
banyakin driver min biar booming,Pengguna Google,5,2019-10-30 04:06:42,nujek
apa nu jek hadir kota purwokerto kalo kok blm banyak driver nya hehehehe,Pengguna Google,1,2019-10-29 14:38:19,nujek
moga jadi maslahat umat khusus kaum nahdiyyin,Pengguna Google,5,2019-10-29 05:04:36,nujek
playananya baik ramah,Pengguna Google,3,2019-10-28 05:45:42,nujek
bagus cakep pesan terus ikan yg baik guna baik terus kurang lebih baik lagi,Pengguna Google,5,2019-10-27 17:19:03,nujek
aplikasi sangat jelek pesan gak pernah tanggap driver nujek mereka alas kalau aplikasi nujek jelas alamat tuju lihat mesan sebab bingung driver moga yg punya aplikasi mengupdate mudah langgan driver,Pengguna Google,1,2019-10-27 08:54:47,nujek
drivernya gk pernah yg respon jelek banget,Pengguna Google,1,2019-10-27 04:54:57,nujek
layan nya banyak beeuutttss segera operasi yah jadi langgan banyak mudah hari,Pengguna Google,5,2019-10-26 13:02:13,nujek
ongkos lebih mahal aplikasi lain tidak promo sama sekali beda sama aplikasi promo hari,Pengguna Google,1,2019-10-26 12:40:23,nujek
moga masyarakat cepat tahu nujek guna,Pengguna Google,5,2019-10-26 09:38:39,nujek
downlaod aplikasi kecil jadi cepet dah tingkat trus smuanya moga makin sukses n maju trus,Pengguna Google,5,2019-10-26 09:04:17,nujek
tolong mepsnya kabupatan kota gorontalo luas lgi kurang lengkap cari lokasi,Pengguna Google,2,2019-10-26 05:32:49,nujek
moga lebih cepat kenal,Pengguna Google,5,2019-10-25 13:47:45,nujek
drivernya kurang banyak,Pengguna Google,4,2019-10-25 05:58:59,nujek
di mantap,Pengguna Google,5,2019-10-24 03:16:21,nujek
sukses terus buat nujek,Pengguna Google,5,2019-10-23 06:08:18,nujek
ongkir mahal kali kalo grab gojek kisar 2000-3000 rupiah ini malah pesan nu food ongkirnya sama harga makan order gin mau saing sama grab gojek,Pengguna Google,1,2019-10-23 04:09:47,nujek
ini aplikasi sangat bantu pergi saya tapi sering kendala mes kurang driver mohon di banyak drivernya mksh nujek,Pengguna Google,5,2019-10-22 15:25:41,nujek
kenapa waktu mau lihat maps tiba sinyal nya lemah jadi stabil,Pengguna Google,2,2019-10-22 12:27:00,nujek
sinyal muser muser terus,Pengguna Google,1,2019-10-20 05:20:28,nujek
karya anak santri sangat mmbantu smoga amanah prbaiki trus aplikasi lancar n sukses trus untk nujek smangat,Pengguna Google,5,2019-10-20 03:12:58,nujek
aplikasi baru yg prospek depan bagus bngt,Pengguna Google,5,2019-10-20 02:33:27,nujek
moga bangka belitung maju aminnn,Pengguna Google,5,2019-10-18 19:57:39,nujek
aplikasi nya error,Pengguna Google,1,2019-10-18 16:55:54,nujek
tidak guna instal tidak jangkau beberapa titik,Pengguna Google,2,2019-10-18 00:24:26,nujek
rute temu di baik min,Pengguna Google,1,2019-10-17 13:25:29,nujek
mantap ok service,Pengguna Google,4,2019-10-17 04:48:21,nujek
pasti cepat tasik launchin nu jek,Pengguna Google,5,2019-10-15 11:46:44,nujek
saya kasih 2 bagus gk berat aplikasi sinyal jelek mngkin blom nyoba,Pengguna Google,2,2019-10-14 13:39:54,nujek
sementara kasih bintang satu dulu,Pengguna Google,1,2019-10-14 07:14:29,nujek
moga makin maju layan,Pengguna Google,5,2019-10-14 03:56:05,nujek
moga nujek makin maju dan jangkau nya lebih luas pelosok nusantara lanjut karya anak bangsa,Pengguna Google,5,2019-10-14 03:54:20,nujek
punya dosen,Pengguna Google,5,2019-10-14 03:50:49,nujek
insya allah manfaat,Pengguna Google,5,2019-10-14 00:18:52,nujek
alhamdulillah sudah aplikasi,Pengguna Google,5,2019-10-13 11:32:28,nujek
lebih bagus gojek,Pengguna Google,1,2019-10-11 23:39:31,nujek
te op pe,Pengguna Google,5,2019-10-09 07:08:52,nujek
ndk login,Pengguna Google,2,2019-10-07 02:01:42,nujek
harus lebih semangat nu-jek segera hadir kabupaten gresik jatim,Pengguna Google,5,2019-10-04 08:50:33,nujek
aplikasi anjing gak niat gak ada promo mana bisa narik langgan bangsat adminnya gk ada usaha promosi goblok aplikasi sering eror susah order gak mutu cuih,Pengguna Google,1,2019-10-01 18:06:02,nujek
nujek eror emang gitu tarif masa kirana smartphone smk 3 tuju 2 3 kl bayar 16 ribu dlu nujek bangga tarif rakyat sekarang ah sudah otw uninstall makasih beberapa waktu lalu,Pengguna Google,1,2019-09-30 23:42:30,nujek
server error pas daftar entah,Pengguna Google,2,2019-09-29 17:58:44,nujek
nujek harga hemat layan hebat,Pengguna Google,5,2019-09-27 20:52:07,nujek
sangat bantu dngn fitur2 yg tawar,Pengguna Google,5,2019-09-26 16:25:29,nujek
sementara kasih 4 dulu ayooo betaniin dong pasang iklan tv nasional radio koran khusus wilayah cabang operasional samping driver jg sdh promo lagsung trims,Pengguna Google,4,2019-09-25 16:49:42,nujek
masih banyak baik utama cari,Pengguna Google,5,2019-09-25 14:38:30,nujek
purwokerto gencarin marketingnya spanduk brosur iklan tv,Pengguna Google,3,2019-09-23 21:22:27,nujek
mohon maaf admin knapa apk nya slalu timeout mohon baik supaya tida kecewa,Pengguna Google,2,2019-09-23 01:56:33,nujek
cari lokasi loading terus,Pengguna Google,1,2019-09-21 17:46:13,nujek
moga aplikasi nambah bantu ekonomi umat,Pengguna Google,5,2019-09-20 15:48:59,nujek
time out mulu gk masuk tolong baik,Pengguna Google,1,2019-09-20 07:28:19,nujek
perlu baik,Pengguna Google,5,2019-09-19 18:39:47,nujek
mohon selalu update daftar harga nya jangan beda yang tepat jual,Pengguna Google,1,2019-09-19 11:49:15,nujek
aq santri bangga punya aplikasi,Pengguna Google,5,2019-09-19 05:35:18,nujek
sering error sekarang padahal awal instal nyaman2 saja,Pengguna Google,1,2019-09-18 14:56:14,nujek
tidak ada promo sama sekali mohon baik untuk fasilitas promo diskon voucher baik cashback jangan kalah sama aplikasi belah untuk usaha njek tetap semangat gali ubah fight nanti kalo sudah ada promo tarik aku tambah bintang,Pengguna Google,1,2019-09-18 01:50:48,nujek
bayar nya murah cuma 7000 aku like ojek online yg satu,Pengguna Google,5,2019-09-16 22:47:58,nujek
tambah malih member support ipun gus,Pengguna Google,5,2019-09-16 04:30:56,nujek
sangat bagus sekali mudah2an lebih baik,Pengguna Google,5,2019-09-13 18:51:05,nujek
in sha allah berkah aamiiinnnn,Pengguna Google,5,2019-09-12 22:07:09,nujek
aplikasi tidak bagus sulit dapat driver dong managemennya baik aplikasi bagus tpi dpat drivernya susah,Pengguna Google,1,2019-09-12 00:03:06,nujek
terus karya bravo nu jek,Pengguna Google,5,2019-09-11 07:27:12,nujek
saya daftar sdh 5hari msh status diverivikasi mohon penecarahannya admin nuhun,Pengguna Google,2,2019-09-10 09:42:28,nujek
aplikasi baik bagus cuman sayang kurang nya promosi masyarakat padahal funya basic nu kuat harus proomosi kan,Pengguna Google,5,2019-09-08 04:40:48,nujek
mantab nyaman ramah layan sangat baik lebih pas pake nujek,Pengguna Google,5,2019-09-08 00:08:07,nujek
jaya selalu nujek daya ekonomi umat,Pengguna Google,5,2019-09-07 07:13:50,nujek
di bekas blm ad drivernya sya mau pesan ga dpt driver,Pengguna Google,5,2019-09-07 05:03:14,nujek
belum coba moga ajhaa aplikasi bagus,Pengguna Google,5,2019-09-06 15:16:22,nujek
bagus fiturnya lengkap,Pengguna Google,5,2019-09-06 14:08:11,nujek
respon lambat saya mesan jawab aja terima gmna walaupun nunggu 1jam lebih gk masalah asal pesan di terima,Pengguna Google,1,2019-09-06 05:40:58,nujek
moga banyak guna ny,Pengguna Google,5,2019-09-06 04:29:14,nujek
sangat bantu moga kembang lebih maju,Pengguna Google,5,2019-09-04 12:55:25,nujek
cukup manfaat t4 yg blum ojol,Pengguna Google,4,2019-09-03 13:03:27,nujek
